,Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear
9066,3252,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,MariaDB,Docker,Docker,jQuery,jQuery
9067,3252,HTML/CSS,HTML/CSS,MariaDB,MySQL,Slack,,Laravel,React.js
9068,3252,Java,JavaScript,MySQL,Other(s):,,,,Vue.js
9069,3252,JavaScript,PHP,PostgreSQL,,,,,
9070,3252,PHP,SQL,,,,,,
9071,3252,SQL,WebAssembly,,,,,,
9072,3252,Other(s):,Other(s):,,,,,,
9073,3253,HTML/CSS,Dart,MySQL,MongoDB,Android,Android,React.js,Express
9074,3253,Java,HTML/CSS,,,iOS,AWS,Spring,React.js
9075,3253,JavaScript,Java,,,Windows,Heroku,,Spring
9076,3253,,JavaScript,,,,iOS,,
9077,3253,,Ruby,,,,,,
9078,3253,,TypeScript,,,,,,
9079,3255,Bash/Shell/PowerShell,Go,Other(s):,Cassandra,Docker,Docker,Spring,Angular/Angular.js
9080,3255,HTML/CSS,HTML/CSS,,Elasticsearch,IBM Cloud or Watson,IBM Cloud or Watson,Vue.js,React.js
9081,3255,Java,Java,,PostgreSQL,Kubernetes,Kubernetes,,Spring
9082,3255,JavaScript,JavaScript,,Redis,,,,Vue.js
9083,3255,Python,Python,,,,,,
9084,3255,SQL,R,,,,,,
9085,3255,,Rust,,,,,,
9086,3255,,Scala,,,,,,
9087,3255,,TypeScript,,,,,,
9088,3257,C#,Python,Microsoft SQL Server,,Other(s):,iOS,Other(s):,React.js
9089,3257,HTML/CSS,Scala,Other(s):,,,Slack,,
9090,3257,JavaScript,Swift,,,,,,
9091,3257,Python,,,,,,,
9092,3257,SQL,,,,,,,
9093,3257,Other(s):,,,,,,,
9094,3266,Assembly,Assembly,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js
9095,3266,C#,C#,MySQL,MySQL,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET
9096,3266,HTML/CSS,HTML/CSS,SQLite,SQLite,Windows,Windows,jQuery,jQuery
9097,3266,JavaScript,JavaScript,,,,,React.js,React.js
9098,3266,SQL,SQL,,,,,,
9099,3266,TypeScript,TypeScript,,,,,,
9100,3269,Assembly,Ruby,MySQL,MySQL,Android,Android,Drupal,Drupal
9101,3269,C++,,Oracle,PostgreSQL,Google Cloud Platform,Google Cloud Platform,Ruby on Rails,Ruby on Rails
9102,3269,HTML/CSS,,SQLite,SQLite,iOS,iOS,,
9103,3269,Java,,,,WordPress,WordPress,,
9104,3269,JavaScript,,,,,,,
9105,3269,Python,,,,,,,
9106,3271,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Elasticsearch,Android,Android,ASP.NET,jQuery
9107,3271,C++,HTML/CSS,Couchbase,MariaDB,Docker,Linux,jQuery,Other(s):
9108,3271,HTML/CSS,PHP,Elasticsearch,MySQL,Kubernetes,Raspberry Pi,Laravel,
9109,3271,JavaScript,,MariaDB,Redis,Linux,Slack,Other(s):,
9110,3271,PHP,,MongoDB,,Microsoft Azure,,,
9111,3271,Python,,Microsoft SQL Server,,Raspberry Pi,,,
9112,3271,SQL,,MySQL,,Slack,,,
9113,3271,,,Oracle,,Windows,,,
9114,3271,,,PostgreSQL,,WordPress,,,
9115,3271,,,Redis,,,,,
9116,3271,,,SQLite,,,,,
9117,3272,Java,Java,PostgreSQL,Elasticsearch,,Android,React.js,React.js
9118,3272,JavaScript,JavaScript,,MongoDB,,iOS,Spring,Spring
9119,3272,PHP,,,Redis,,Slack,,
9120,3274,Dart,Dart,MariaDB,MariaDB,Android,Android,Django,Django
9121,3274,Java,Java,SQLite,Redis,iOS,Docker,Spring,Laravel
9122,3274,Kotlin,Kotlin,,SQLite,Linux,Google Cloud Platform,,Spring
9123,3274,PHP,Python,,,MacOS,iOS,,
9124,3274,Python,Swift,,,,Kubernetes,,
9125,3274,,,,,,Linux,,
9126,3274,,,,,,MacOS,,
9127,3277,HTML/CSS,C#,DynamoDB,PostgreSQL,AWS,AWS,Flask,ASP.NET
9128,3277,JavaScript,Python,PostgreSQL,,Docker,Docker,React.js,Flask
9129,3277,Python,SQL,Redis,,Linux,,,
9130,3277,Ruby,TypeScript,,,MacOS,,,
9131,3277,SQL,,,,Slack,,,
9132,3277,TypeScript,,,,,,,
9133,3282,C++,C++,MySQL,MongoDB,Windows,Windows,,
9134,3282,HTML/CSS,Python,,MySQL,,,,
9135,3282,Python,,,,,,,
9136,3288,Bash/Shell/PowerShell,C#,MongoDB,MongoDB,AWS,AWS,Express,Express
9137,3288,C#,HTML/CSS,MySQL,MySQL,Docker,Heroku,React.js,React.js
9138,3288,HTML/CSS,JavaScript,,,Heroku,,Vue.js,
9139,3288,JavaScript,Python,,,Slack,,,
9140,3288,Python,,,,,,,
9141,3297,Bash/Shell/PowerShell,C#,Microsoft SQL Server,DynamoDB,AWS,AWS,ASP.NET,ASP.NET
9142,3297,C#,HTML/CSS,PostgreSQL,MongoDB,Docker,Docker,React.js,React.js
9143,3297,HTML/CSS,JavaScript,,PostgreSQL,Microsoft Azure,Microsoft Azure,,
9144,3297,JavaScript,SQL,,,Slack,Windows,,
9145,3297,SQL,TypeScript,,,Windows,,,
9146,3297,TypeScript,,,,,,,
9147,3298,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,PostgreSQL,AWS,Arduino,Angular/Angular.js,React.js
9148,3298,C,C,Firebase,Redis,Docker,Linux,Django,
9149,3298,C++,C++,MongoDB,,Google Cloud Platform,Raspberry Pi,Express,
9150,3298,Go,Go,PostgreSQL,,Kubernetes,,Flask,
9151,3298,HTML/CSS,HTML/CSS,Redis,,Linux,,jQuery,
9152,3298,Java,JavaScript,,,Raspberry Pi,,React.js,
9153,3298,JavaScript,Python,,,,,Ruby on Rails,
9154,3298,Kotlin,Rust,,,,,,
9155,3298,Python,SQL,,,,,,
9156,3298,SQL,WebAssembly,,,,,,
9157,3298,Swift,,,,,,,
9158,3298,TypeScript,,,,,,,
9159,3298,WebAssembly,,,,,,,
9160,3298,Other(s):,,,,,,,
9161,3303,Bash/Shell/PowerShell,Erlang,MariaDB,Cassandra,AWS,AWS,jQuery,Vue.js
9162,3303,HTML/CSS,Go,MySQL,DynamoDB,Docker,Docker,Spring,
9163,3303,Java,Scala,Oracle,Elasticsearch,Google Cloud Platform,Google Cloud Platform,,
9164,3303,JavaScript,Swift,PostgreSQL,Redis,Kubernetes,iOS,,
9165,3303,SQL,,SQLite,,Linux,Kubernetes,,
9166,3303,,,Other(s):,,Slack,Linux,,
9167,3303,,,,,Windows,MacOS,,
9168,3303,,,,,,Slack,,
9169,3314,HTML/CSS,HTML/CSS,MongoDB,Elasticsearch,AWS,Android,Express,Express
9170,3314,JavaScript,JavaScript,Microsoft SQL Server,MongoDB,MacOS,AWS,React.js,Laravel
9171,3314,PHP,PHP,MySQL,Microsoft SQL Server,,iOS,,React.js
9172,3314,R,Python,,MySQL,,MacOS,,
9173,3314,SQL,SQL,,,,,,
9174,3314,TypeScript,TypeScript,,,,,,
9175,3314,VBA,,,,,,,
9176,3319,C#,C#,PostgreSQL,Redis,AWS,Docker,ASP.NET,ASP.NET
9177,3319,HTML/CSS,HTML/CSS,Redis,,Docker,Kubernetes,Vue.js,Vue.js
9178,3319,JavaScript,JavaScript,,,Microsoft Azure,Microsoft Azure,,
9179,3319,,,,,Slack,Slack,,
9180,3319,,,,,Windows,Windows,,
9181,3320,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MySQL,Android,Android,jQuery,jQuery
9182,3320,C,C#,MySQL,,Linux,Linux,Spring,Laravel
9183,3320,HTML/CSS,HTML/CSS,,,Windows,Windows,,React.js
9184,3320,Java,Java,,,WordPress,WordPress,,Vue.js
9185,3320,JavaScript,JavaScript,,,,,,
9186,3320,PHP,PHP,,,,,,
9187,3320,Python,Python,,,,,,
9188,3320,R,SQL,,,,,,
9189,3320,SQL,TypeScript,,,,,,
9190,3320,TypeScript,,,,,,,
9191,3322,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,,
9192,3322,Java,SQL,,,,Windows,,
9193,3322,SQL,,,,,,,
9194,3324,Java,Swift,SQLite,SQLite,Android,iOS,,React.js
9195,3324,Kotlin,,,,,,,
9196,3324,SQL,,,,,,,
9197,3332,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Docker,Angular/Angular.js,React.js
9198,3332,HTML/CSS,HTML/CSS,,,Windows,Kubernetes,Vue.js,Vue.js
9199,3332,JavaScript,JavaScript,,,,Microsoft Azure,,
9200,3332,,TypeScript,,,,Windows,,
9201,3332,,WebAssembly,,,,,,
9202,3336,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Microsoft SQL Server,Android,Android,,
9203,3336,C++,C#,Microsoft SQL Server,MySQL,Linux,Linux,,
9204,3336,C#,Dart,MySQL,PostgreSQL,Windows,Windows,,
9205,3336,Go,Go,PostgreSQL,SQLite,,,,
9206,3336,HTML/CSS,SQL,SQLite,,,,,
9207,3336,Java,VBA,,,,,,
9208,3336,JavaScript,,,,,,,
9209,3336,PHP,,,,,,,
9210,3336,SQL,,,,,,,
9211,3336,VBA,,,,,,,
9212,3337,Dart,Dart,MySQL,Firebase,Android,Android,jQuery,Angular/Angular.js
9213,3337,HTML/CSS,HTML/CSS,PostgreSQL,MariaDB,Linux,AWS,Laravel,Django
9214,3337,JavaScript,PHP,,MongoDB,Windows,Google Cloud Platform,,jQuery
9215,3337,PHP,Python,,MySQL,,iOS,,Laravel
9216,3337,SQL,Rust,,PostgreSQL,,Linux,,React.js
9217,3337,Other(s):,SQL,,,,MacOS,,Spring
9218,3337,,TypeScript,,,,Microsoft Azure,,
9219,3337,,Other(s):,,,,,,
9220,3339,HTML/CSS,JavaScript,MySQL,Redis,Android,Docker,Angular/Angular.js,Vue.js
9221,3339,JavaScript,PHP,SQLite,,MacOS,Raspberry Pi,,
9222,3339,PHP,TypeScript,,,Windows,,,
9223,3339,TypeScript,,,,,,,
9224,3341,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Linux,Linux,,
9225,3341,Java,Java,Elasticsearch,Elasticsearch,,,,
9226,3341,Python,Python,,,,,,
9227,3346,Ruby,Elixir,PostgreSQL,,AWS,Kubernetes,Ruby on Rails,
9228,3346,,,,,Linux,,,
9229,3347,HTML/CSS,Dart,MongoDB,Firebase,AWS,Android,Other(s):,React.js
9230,3347,JavaScript,Kotlin,,,Heroku,Raspberry Pi,,
9231,3347,Scala,Scala,,,MacOS,,,
9232,3347,,,,,Slack,,,
9233,3351,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Cassandra,Google Cloud Platform,Android,Angular/Angular.js,Django
9234,3351,HTML/CSS,Go,MySQL,Elasticsearch,Linux,Arduino,Laravel,Flask
9235,3351,Java,HTML/CSS,Oracle,MariaDB,,Docker,React.js,React.js
9236,3351,JavaScript,Java,PostgreSQL,MongoDB,,Google Cloud Platform,Spring,Spring
9237,3351,PHP,JavaScript,Redis,MySQL,,iOS,,
9238,3351,Python,Python,,PostgreSQL,,Linux,,
9239,3351,SQL,SQL,,Redis,,Raspberry Pi,,
9240,3351,TypeScript,TypeScript,,,,,,
9241,3352,Bash/Shell/PowerShell,C++,Elasticsearch,Cassandra,Docker,Android,,
9242,3352,C,HTML/CSS,MariaDB,MariaDB,Kubernetes,Arduino,,
9243,3352,C++,JavaScript,MySQL,MySQL,Linux,AWS,,
9244,3352,Go,Kotlin,Oracle,SQLite,Windows,Docker,,
9245,3352,HTML/CSS,Python,SQLite,,,Linux,,
9246,3352,Python,Ruby,,,,Raspberry Pi,,
9247,3352,SQL,Rust,,,,,,
9248,3352,WebAssembly,WebAssembly,,,,,,
9249,3352,,Other(s):,,,,,,
9250,3360,Bash/Shell/PowerShell,Kotlin,Microsoft SQL Server,Redis,Android,Android,Angular/Angular.js,Spring
9251,3360,HTML/CSS,,,,Google Cloud Platform,Google Cloud Platform,React.js,Vue.js
9252,3360,Java,,,,Linux,Linux,Spring,
9253,3360,JavaScript,,,,Windows,,Vue.js,
9254,3360,Kotlin,,,,,,,
9255,3360,TypeScript,,,,,,,
9256,3363,Clojure,Go,Elasticsearch,Firebase,AWS,AWS,React.js,React.js
9257,3363,Go,HTML/CSS,MariaDB,MariaDB,Docker,Docker,Spring,
9258,3363,HTML/CSS,Java,MongoDB,MongoDB,Linux,Google Cloud Platform,,
9259,3363,Java,JavaScript,MySQL,PostgreSQL,,Kubernetes,,
9260,3363,JavaScript,Kotlin,PostgreSQL,,,Linux,,
9261,3363,Kotlin,R,Redis,,,,,
9262,3363,PHP,,,,,,,
9263,3363,TypeScript,,,,,,,
9264,3366,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,AWS,AWS,Flask,Flask
9265,3366,HTML/CSS,HTML/CSS,MySQL,MySQL,Heroku,Heroku,,
9266,3366,JavaScript,JavaScript,PostgreSQL,PostgreSQL,Linux,Linux,,
9267,3366,PHP,PHP,,,,,,
9268,3366,Python,Python,,,,,,
9269,3366,SQL,SQL,,,,,,
9270,3367,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Flask,Django
9271,3367,Go,Go,MongoDB,MongoDB,Linux,Linux,jQuery,React.js
9272,3367,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,,,,Vue.js
9273,3367,JavaScript,JavaScript,Redis,Redis,,,,
9274,3367,Python,Python,,,,,,
9275,3367,Scala,Scala,,,,,,
9276,3367,SQL,SQL,,,,,,
9277,3369,HTML/CSS,Scala,Couchbase,Elasticsearch,Docker,Docker,jQuery,React.js
9278,3369,Java,,Elasticsearch,,Heroku,MacOS,React.js,Other(s):
9279,3369,JavaScript,,MongoDB,,MacOS,Slack,Spring,
9280,3369,Python,,Oracle,,Slack,,Other(s):,
9281,3369,R,,SQLite,,Windows,,,
9282,3369,Scala,,,,,,,
9283,3369,SQL,,,,,,,
9284,3370,C#,C#,MySQL,MySQL,Android,Android,Django,Angular/Angular.js
9285,3370,Java,,,,MacOS,MacOS,jQuery,Django
9286,3370,,,,,Slack,Slack,,jQuery
9287,3370,,,,,Windows,Windows,,React.js
9288,3370,,,,,,,,Vue.js
9289,3371,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MariaDB,Android,Android,jQuery,jQuery
9290,3371,Go,Go,Firebase,PostgreSQL,Arduino,Arduino,Laravel,Spring
9291,3371,HTML/CSS,HTML/CSS,MariaDB,Other(s):,AWS,AWS,Spring,Other(s):
9292,3371,Java,Java,MySQL,,Docker,Docker,Other(s):,
9293,3371,JavaScript,JavaScript,PostgreSQL,,Google Cloud Platform,Google Cloud Platform,,
9294,3371,Objective-C,Kotlin,Other(s):,,iOS,Kubernetes,,
9295,3371,PHP,Python,,,Linux,Linux,,
9296,3371,Python,R,,,MacOS,Raspberry Pi,,
9297,3371,R,SQL,,,Microsoft Azure,,,
9298,3371,SQL,,,,Raspberry Pi,,,
9299,3371,TypeScript,,,,Slack,,,
9300,3371,,,,,Windows,,,
9301,3371,,,,,WordPress,,,
9302,3374,JavaScript,JavaScript,Firebase,Elasticsearch,Google Cloud Platform,AWS,Express,Django
9303,3374,Swift,Python,MariaDB,Firebase,IBM Cloud or Watson,Docker,React.js,Express
9304,3374,,Swift,MongoDB,MariaDB,iOS,iOS,Vue.js,React.js
9305,3374,,TypeScript,MySQL,MongoDB,Linux,Linux,,Vue.js
9306,3374,,,SQLite,MySQL,MacOS,MacOS,,
9307,3374,,,,Redis,Slack,Slack,,
9308,3374,,,,SQLite,,,,
9309,3375,Java,Java,MariaDB,MariaDB,Windows,Docker,jQuery,jQuery
9310,3375,SQL,Python,MongoDB,MongoDB,,Linux,Spring,Spring
9311,3375,,SQL,Microsoft SQL Server,Microsoft SQL Server,,MacOS,,Vue.js
9312,3375,,,Oracle,Oracle,,Windows,,
9313,3375,,,,Redis,,,,
9314,3376,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,PostgreSQL,AWS,AWS,Spring,Laravel
9315,3376,HTML/CSS,HTML/CSS,PostgreSQL,SQLite,,Linux,,Spring
9316,3376,Java,Java,SQLite,,,Raspberry Pi,,Vue.js
9317,3376,JavaScript,JavaScript,,,,,,
9318,3376,Python,Python,,,,,,
9319,3376,SQL,Rust,,,,,,
9320,3376,,SQL,,,,,,
9321,3377,Bash/Shell/PowerShell,Go,Cassandra,DynamoDB,AWS,AWS,Angular/Angular.js,
9322,3377,Go,Rust,DynamoDB,PostgreSQL,Docker,Docker,Express,
9323,3377,JavaScript,WebAssembly,Elasticsearch,Redis,Kubernetes,Kubernetes,Ruby on Rails,
9324,3377,Python,,MongoDB,,Linux,Linux,,
9325,3377,Ruby,,MySQL,,Slack,,,
9326,3377,Scala,,PostgreSQL,,,,,
9327,3377,SQL,,Redis,,,,,
9328,3377,TypeScript,,SQLite,,,,,
9329,3379,Bash/Shell/PowerShell,Elixir,Microsoft SQL Server,Cassandra,Microsoft Azure,MacOS,ASP.NET,Other(s):
9330,3379,C#,Other(s):,,MongoDB,Windows,,jQuery,
9331,3379,HTML/CSS,,,Redis,,,,
9332,3379,JavaScript,,,,,,,
9333,3380,HTML/CSS,Elixir,Elasticsearch,Elasticsearch,AWS,AWS,Express,Express
9334,3380,Java,Go,MongoDB,MongoDB,Docker,Docker,Flask,Flask
9335,3380,JavaScript,HTML/CSS,MySQL,MySQL,Google Cloud Platform,Kubernetes,React.js,React.js
9336,3380,PHP,JavaScript,PostgreSQL,PostgreSQL,Linux,Linux,,Vue.js
9337,3380,Python,Python,Redis,Redis,MacOS,MacOS,,
9338,3380,SQL,R,SQLite,SQLite,Slack,Slack,,
9339,3380,TypeScript,SQL,,,,,,
9340,3380,,TypeScript,,,,,,
9341,3383,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,PostgreSQL,Android,Arduino,Django,Django
9342,3383,C++,C++,PostgreSQL,SQLite,Heroku,Heroku,jQuery,Flask
9343,3383,JavaScript,Python,SQLite,,Linux,Linux,Vue.js,Laravel
9344,3383,PHP,,,,Windows,Windows,,Vue.js
9345,3383,Python,,,,,,,
9346,3387,Java,JavaScript,MongoDB,MongoDB,Microsoft Azure,AWS,Express,Angular/Angular.js
9347,3387,JavaScript,Python,SQLite,Redis,,Heroku,Flask,Express
9348,3387,TypeScript,R,,,,Kubernetes,,React.js
9349,3387,,TypeScript,,,,Microsoft Azure,,Vue.js
9350,3387,,WebAssembly,,,,,,
9351,3391,Assembly,Go,MariaDB,MariaDB,Docker,Docker,Express,Express
9352,3391,HTML/CSS,HTML/CSS,MongoDB,MongoDB,iOS,iOS,Laravel,Laravel
9353,3391,JavaScript,JavaScript,MySQL,MySQL,WordPress,WordPress,React.js,React.js
9354,3391,PHP,PHP,,PostgreSQL,,,,
9355,3391,SQL,SQL,,Redis,,,,
9356,3391,Swift,Swift,,,,,,
9357,3391,,WebAssembly,,,,,,
9358,3392,C#,C#,Microsoft SQL Server,Firebase,Android,Android,jQuery,Angular/Angular.js
9359,3392,Java,Java,SQLite,MySQL,iOS,Arduino,,ASP.NET
9360,3392,Other(s):,Kotlin,,SQLite,Linux,iOS,,jQuery
9361,3392,,Python,,,MacOS,Linux,,React.js
9362,3392,,SQL,,,Microsoft Azure,MacOS,,
9363,3392,,TypeScript,,,Windows,Microsoft Azure,,
9364,3392,,,,,WordPress,Windows,,
9365,3394,Java,C++,,MongoDB,Windows,Android,,Angular/Angular.js
9366,3394,JavaScript,HTML/CSS,,MySQL,,Arduino,,Django
9367,3394,Python,JavaScript,,PostgreSQL,,AWS,,jQuery
9368,3394,,Python,,,,Linux,,React.js
9369,3394,,SQL,,,,Raspberry Pi,,Ruby on Rails
9370,3394,,,,,,Windows,,Spring
9371,3396,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET
9372,3396,C,SQL,MySQL,SQLite,AWS,AWS,jQuery,
9373,3396,C++,,SQLite,,iOS,iOS,Ruby on Rails,
9374,3396,C#,,,,Microsoft Azure,Microsoft Azure,,
9375,3396,HTML/CSS,,,,Windows,Windows,,
9376,3396,Java,,,,,,,
9377,3396,JavaScript,,,,,,,
9378,3396,PHP,,,,,,,
9379,3396,Python,,,,,,,
9380,3396,SQL,,,,,,,
9381,3397,C++,Go,PostgreSQL,PostgreSQL,AWS,AWS,,
9382,3397,Go,Rust,Redis,Redis,Docker,Docker,,
9383,3397,JavaScript,SQL,,,Kubernetes,Google Cloud Platform,,
9384,3397,SQL,,,,Linux,Kubernetes,,
9385,3397,,,,,,Linux,,
9386,3401,Bash/Shell/PowerShell,HTML/CSS,MySQL,MySQL,Google Cloud Platform,Google Cloud Platform,jQuery,jQuery
9387,3401,HTML/CSS,JavaScript,,,Slack,Slack,,Vue.js
9388,3401,JavaScript,SQL,,,Windows,Windows,,
9389,3401,SQL,,,,,,,
9390,3402,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Cassandra,AWS,AWS,Angular/Angular.js,React.js
9391,3402,C,C,MySQL,PostgreSQL,Linux,Linux,,
9392,3402,Python,Java,,,MacOS,Raspberry Pi,,
9393,3402,,Scala,,,Raspberry Pi,,,
9394,3402,,,,,WordPress,,,
9395,3410,C#,Elixir,Elasticsearch,Cassandra,AWS,AWS,Angular/Angular.js,React.js
9396,3410,HTML/CSS,Rust,MongoDB,Elasticsearch,Docker,Docker,ASP.NET,
9397,3410,JavaScript,,Microsoft SQL Server,Firebase,Heroku,Heroku,Express,
9398,3410,TypeScript,,PostgreSQL,PostgreSQL,MacOS,Kubernetes,React.js,
9399,3410,,,,,Microsoft Azure,MacOS,,
9400,3410,,,,,Raspberry Pi,Microsoft Azure,,
9401,3410,,,,,,Raspberry Pi,,
9402,3413,Bash/Shell/PowerShell,C#,MongoDB,Elasticsearch,IBM Cloud or Watson,Docker,Express,React.js
9403,3413,HTML/CSS,HTML/CSS,,MongoDB,,Google Cloud Platform,React.js,
9404,3413,JavaScript,JavaScript,,Redis,,Kubernetes,,
9405,3413,,TypeScript,,,,,,
9406,3413,,WebAssembly,,,,,,
9407,3419,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Linux,Docker,,
9408,3419,Go,C,MariaDB,MariaDB,Raspberry Pi,Kubernetes,,
9409,3419,HTML/CSS,C++,PostgreSQL,PostgreSQL,WordPress,Linux,,
9410,3419,JavaScript,Go,,,,,,
9411,3419,PHP,SQL,,,,,,
9412,3419,Python,TypeScript,,,,,,
9413,3419,SQL,WebAssembly,,,,,,
9414,3419,TypeScript,,,,,,,
9415,3425,Java,HTML/CSS,MongoDB,MongoDB,Linux,Android,,Angular/Angular.js
9416,3425,SQL,Java,Microsoft SQL Server,Microsoft SQL Server,Windows,Heroku,,Django
9417,3425,,JavaScript,Other(s):,MySQL,,Linux,,jQuery
9418,3425,,Python,,Other(s):,,Windows,,React.js
9419,3425,,SQL,,,,,,Spring
9420,3426,C#,C#,MongoDB,PostgreSQL,Arduino,Arduino,Django,Django
9421,3426,HTML/CSS,Python,PostgreSQL,SQLite,Linux,Linux,,
9422,3426,Python,Other(s):,SQLite,,Slack,Slack,,
9423,3426,Other(s):,,,,Windows,Windows,,
9424,3426,,,,,Other(s):,Other(s):,,
9425,3427,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Arduino,Kubernetes,ASP.NET,ASP.NET
9426,3427,SQL,F#,,Redis,Microsoft Azure,Microsoft Azure,,Django
9427,3427,TypeScript,R,,SQLite,Raspberry Pi,,,Vue.js
9428,3427,,SQL,,Other(s):,Windows,,,
9429,3427,,TypeScript,,,WordPress,,,
9430,3428,Python,C#,DynamoDB,DynamoDB,AWS,AWS,,
9431,3428,,Python,Other(s):,Other(s):,Docker,Docker,,
9432,3428,,,,,,Raspberry Pi,,
9433,3428,,,,,,WordPress,,
9434,3429,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js
9435,3429,C#,C#,Microsoft SQL Server,PostgreSQL,Linux,Google Cloud Platform,ASP.NET,ASP.NET
9436,3429,HTML/CSS,HTML/CSS,MySQL,Redis,Slack,Kubernetes,jQuery,Ruby on Rails
9437,3429,Java,JavaScript,Oracle,,Windows,Linux,Laravel,
9438,3429,JavaScript,Python,PostgreSQL,,,Slack,Ruby on Rails,
9439,3429,PHP,Ruby,SQLite,,,Windows,,
9440,3429,Python,SQL,,,,,,
9441,3429,Ruby,TypeScript,,,,,,
9442,3429,SQL,,,,,,,
9443,3429,TypeScript,,,,,,,
9444,3437,Java,Java,Microsoft SQL Server,MySQL,Docker,AWS,Angular/Angular.js,Spring
9445,3437,JavaScript,JavaScript,MySQL,,MacOS,Docker,React.js,
9446,3437,SQL,SQL,,,Slack,MacOS,Spring,
9447,3437,,,,,Windows,Slack,,
9448,3440,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,AWS,AWS,,Django
9449,3440,HTML/CSS,C,Microsoft SQL Server,MongoDB,Linux,Linux,,Flask
9450,3440,Python,C++,,MySQL,MacOS,MacOS,,
9451,3440,R,JavaScript,,SQLite,Windows,,,
9452,3440,SQL,Python,,,,,,
9453,3440,,R,,,,,,
9454,3441,Bash/Shell/PowerShell,Go,Elasticsearch,Elasticsearch,AWS,AWS,Spring,Flask
9455,3441,HTML/CSS,HTML/CSS,MySQL,PostgreSQL,Docker,Docker,,Spring
9456,3441,Java,Java,,,Linux,Kubernetes,,
9457,3441,JavaScript,JavaScript,,,MacOS,Linux,,
9458,3441,Python,Python,,,,MacOS,,
9459,3444,Other(s):,Clojure,Other(s):,PostgreSQL,AWS,Google Cloud Platform,,
9460,3444,,Other(s):,,,Google Cloud Platform,Linux,,
9461,3444,,,,,Linux,Raspberry Pi,,
9462,3444,,,,,Raspberry Pi,Slack,,
9463,3444,,,,,Slack,,,
9464,3445,Go,Go,DynamoDB,DynamoDB,AWS,AWS,Vue.js,Vue.js
9465,3445,HTML/CSS,JavaScript,PostgreSQL,Elasticsearch,Docker,Docker,,
9466,3445,Java,SQL,Redis,PostgreSQL,Kubernetes,Kubernetes,,
9467,3445,JavaScript,,,Redis,Linux,Linux,,
9468,3445,SQL,,,,Slack,,,
9469,3447,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Google Cloud Platform,Google Cloud Platform,React.js,React.js
9470,3447,JavaScript,Java,,,,Kubernetes,Vue.js,Vue.js
9471,3447,Objective-C,JavaScript,,,,,,
9472,3447,SQL,SQL,,,,,,
9473,3447,TypeScript,TypeScript,,,,,,
9474,3449,Bash/Shell/PowerShell,HTML/CSS,MariaDB,MongoDB,WordPress,,jQuery,React.js
9475,3449,C#,JavaScript,MongoDB,MySQL,,,React.js,Ruby on Rails
9476,3449,HTML/CSS,Ruby,MySQL,,,,Ruby on Rails,Vue.js
9477,3449,Java,,,,,,Vue.js,
9478,3449,JavaScript,,,,,,,
9479,3449,PHP,,,,,,,
9480,3449,Ruby,,,,,,,
9481,3450,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Linux,,
9482,3450,C,C,Microsoft SQL Server,Microsoft SQL Server,,,,
9483,3450,Ruby,C#,,,,,,
9484,3450,SQL,Ruby,,,,,,
9485,3459,Bash/Shell/PowerShell,Go,Elasticsearch,Elasticsearch,AWS,AWS,Flask,Django
9486,3459,Java,Python,MongoDB,MongoDB,Docker,Docker,,Flask
